OrderID,Date,Customer,Region,Product,Category,Quantity,UnitPrice,Discount,Total_Sales
987,2/15/2023 0:00,Customer_107,North,Cabinet,Furniture,8.923469387755102,363.92,0.15,2760.314632653061
988,3/3/2023 0:00,Customer_252,East,Monitor,Electronics,10.0,430.98,0.05,4094.31
989,12/7/2023 0:00,Customer_189,North,Cabinet,Furniture,8.923469387755102,907.25,0.1,7286.235841836735
990,9/1/2023 0:00,Customer_289,East,Notebook,Office Supplies,13.0,670.94,0.15,7413.887000000001
993,9/2/2023 0:00,Customer_77,East,Desk,Furniture,7.0,704.99,0.0,4934.93
994,10/19/2023 0:00,Customer_283,North,Phone,Electronics,5.0,777.87,0.1,3500.415
995,7/31/2023 0:00,Customer_238,North,Laptop,Electronics,14.0,165.91,0.15,1974.3289999999997
996,9/15/2023 0:00,Customer_59,North,Printer Paper,Office Supplies,9.0,386.02,0.0,3474.18
997,1/24/2023 0:00,Customer_214,North,Stapler,Office Supplies,3.0,1180.33,0.15,3009.8414999999995
998,12/10/2023 0:00,Customer_136,West,Printer Paper,Office Supplies,8.923469387755102,882.88,0.15,6696.599755102041
999,5/13/2023 0:00,Customer_223,North,Chair,Furniture,4.0,281.71,0.0,1126.84
